,OPR_DT,OPR_HR,TAC_AREA_NAME,MW
551251,2019-02-19,1,PGE-TAC,10031
551252,2019-02-19,3,PGE-TAC,9663
551253,2019-02-19,20,PGE-TAC,13164
551254,2019-02-19,17,PGE-TAC,10929
551255,2019-02-19,14,PGE-TAC,10289
551256,2019-02-19,18,PGE-TAC,11986
551257,2019-02-19,9,PGE-TAC,11965
551258,2019-02-19,8,PGE-TAC,12657
551259,2019-02-19,7,PGE-TAC,12234
551260,2019-02-19,19,PGE-TAC,13070
551573,2019-02-20,15,PGE-TAC,10549
551574,2019-02-20,8,PGE-TAC,12330
551575,2019-02-20,14,PGE-TAC,10557
551576,2019-02-20,13,PGE-TAC,10550
551577,2019-02-20,11,PGE-TAC,11351
551578,2019-02-20,9,PGE-TAC,12114
551579,2019-02-20,7,PGE-TAC,11840
551580,2019-02-20,1,PGE-TAC,10257
551581,2019-02-20,24,PGE-TAC,10582
551582,2019-02-20,23,PGE-TAC,11402
551583,2019-02-20,6,PGE-TAC,10623
551584,2019-02-20,19,PGE-TAC,13305
551585,2019-02-20,4,PGE-TAC,9841
551586,2019-02-20,21,PGE-TAC,12974
551587,2019-02-20,22,PGE-TAC,12344
551588,2019-02-20,17,PGE-TAC,11379
551589,2019-02-20,10,PGE-TAC,11615
551590,2019-02-20,3,PGE-TAC,9809
551591,2019-02-20,2,PGE-TAC,10001
551592,2019-02-20,18,PGE-TAC,12307
551593,2019-02-20,20,PGE-TAC,13308
551594,2019-02-20,16,PGE-TAC,10670
551595,2019-02-20,12,PGE-TAC,10909
551596,2019-02-20,5,PGE-TAC,10184
551909,2019-02-21,17,PGE-TAC,11206
551910,2019-02-21,22,PGE-TAC,12502
551911,2019-02-21,13,PGE-TAC,10424
551912,2019-02-21,21,PGE-TAC,13101
551913,2019-02-21,15,PGE-TAC,10358
551914,2019-02-21,12,PGE-TAC,10691
551915,2019-02-21,2,PGE-TAC,10096
551916,2019-02-21,8,PGE-TAC,12486
551917,2019-02-21,5,PGE-TAC,9962
551918,2019-02-21,3,PGE-TAC,9942
551919,2019-02-21,19,PGE-TAC,13358
551920,2019-02-21,14,PGE-TAC,10314
551921,2019-02-21,11,PGE-TAC,10790
551922,2019-02-21,7,PGE-TAC,12024
551923,2019-02-21,6,PGE-TAC,10762
551924,2019-02-21,18,PGE-TAC,12360
551925,2019-02-21,16,PGE-TAC,10714
551926,2019-02-21,9,PGE-TAC,11878
551927,2019-02-21,24,PGE-TAC,10860
551928,2019-02-21,23,PGE-TAC,11597
551929,2019-02-21,20,PGE-TAC,13383
551930,2019-02-21,10,PGE-TAC,11249
551931,2019-02-21,4,PGE-TAC,9956
551932,2019-02-21,1,PGE-TAC,10135
552245,2019-02-22,6,PGE-TAC,11069
552246,2019-02-22,9,PGE-TAC,11669
552247,2019-02-22,10,PGE-TAC,10879
552248,2019-02-22,13,PGE-TAC,9759
552249,2019-02-22,19,PGE-TAC,12681
552250,2019-02-22,2,PGE-TAC,10030
552251,2019-02-22,3,PGE-TAC,9893
552252,2019-02-22,14,PGE-TAC,9689
552253,2019-02-22,15,PGE-TAC,9786
552254,2019-02-22,17,PGE-TAC,10649
552255,2019-02-22,1,PGE-TAC,10362
552256,2019-02-22,22,PGE-TAC,12073
552257,2019-02-22,16,PGE-TAC,10147
552258,2019-02-22,11,PGE-TAC,10523
552259,2019-02-22,12,PGE-TAC,10169
552260,2019-02-22,5,PGE-TAC,10296
552261,2019-02-22,21,PGE-TAC,12446
552262,2019-02-22,23,PGE-TAC,11419
552263,2019-02-22,18,PGE-TAC,11699
552264,2019-02-22,24,PGE-TAC,10808
552265,2019-02-22,7,PGE-TAC,12211
552266,2019-02-22,8,PGE-TAC,12452
552267,2019-02-22,4,PGE-TAC,9945
552268,2019-02-22,20,PGE-TAC,12687
552581,2019-02-23,21,PGE-TAC,11572
552582,2019-02-23,2,PGE-TAC,9939
552583,2019-02-23,5,PGE-TAC,9733
552584,2019-02-23,10,PGE-TAC,10421
552585,2019-02-23,3,PGE-TAC,9754
552586,2019-02-23,9,PGE-TAC,10477
552587,2019-02-23,1,PGE-TAC,10240
552588,2019-02-23,4,PGE-TAC,9695
552589,2019-02-23,20,PGE-TAC,11836
552590,2019-02-23,14,PGE-TAC,9541
552591,2019-02-23,13,PGE-TAC,9512
552592,2019-02-23,12,PGE-TAC,9607
552593,2019-02-23,8,PGE-TAC,10658
552594,2019-02-23,6,PGE-TAC,10092
552595,2019-02-23,15,PGE-TAC,9687
552596,2019-02-23,17,PGE-TAC,10342
552597,2019-02-23,24,PGE-TAC,10024
552598,2019-02-23,23,PGE-TAC,10639
552599,2019-02-23,22,PGE-TAC,11204
552600,2019-02-23,19,PGE-TAC,11968
552601,2019-02-23,18,PGE-TAC,11252
552602,2019-02-23,16,PGE-TAC,10048
552603,2019-02-23,11,PGE-TAC,9959
552604,2019-02-23,7,PGE-TAC,10607
552917,2019-02-24,19,PGE-TAC,11970
552918,2019-02-24,8,PGE-TAC,9997
552919,2019-02-24,4,PGE-TAC,9226
552920,2019-02-24,20,PGE-TAC,11892
552921,2019-02-24,18,PGE-TAC,11264
552922,2019-02-24,17,PGE-TAC,10313
552923,2019-02-24,9,PGE-TAC,10017
552924,2019-02-24,21,PGE-TAC,11618
552925,2019-02-24,14,PGE-TAC,9033
552926,2019-02-24,1,PGE-TAC,9536
552927,2019-02-24,23,PGE-TAC,10259
552928,2019-02-24,15,PGE-TAC,9328
552929,2019-02-24,3,PGE-TAC,9314
552930,2019-02-24,6,PGE-TAC,9457
552931,2019-02-24,16,PGE-TAC,9922
552932,2019-02-24,12,PGE-TAC,9166
552933,2019-02-24,2,PGE-TAC,9198
552934,2019-02-24,7,PGE-TAC,9856
552935,2019-02-24,13,PGE-TAC,9001
552936,2019-02-24,24,PGE-TAC,9693
552937,2019-02-24,11,PGE-TAC,9513
552938,2019-02-24,22,PGE-TAC,11082
552939,2019-02-24,10,PGE-TAC,9839
552940,2019-02-24,5,PGE-TAC,9223
553253,2019-02-25,19,PGE-TAC,13340
553254,2019-02-25,22,PGE-TAC,12050
553255,2019-02-25,13,PGE-TAC,11665
553256,2019-02-25,12,PGE-TAC,11439
553257,2019-02-25,8,PGE-TAC,11786
553258,2019-02-25,5,PGE-TAC,9465
553259,2019-02-25,3,PGE-TAC,9157
553260,2019-02-25,24,PGE-TAC,10592
553261,2019-02-25,16,PGE-TAC,11966
553262,2019-02-25,6,PGE-TAC,9995
553263,2019-02-25,18,PGE-TAC,12752
553264,2019-02-25,7,PGE-TAC,11205
553265,2019-02-25,10,PGE-TAC,11535
553266,2019-02-25,2,PGE-TAC,9274
553267,2019-02-25,1,PGE-TAC,9498
553268,2019-02-25,15,PGE-TAC,12055
553269,2019-02-25,11,PGE-TAC,11445
553270,2019-02-25,9,PGE-TAC,11479
553271,2019-02-25,17,PGE-TAC,12106
553272,2019-02-25,14,PGE-TAC,11992
553273,2019-02-25,4,PGE-TAC,9231
553274,2019-02-25,21,PGE-TAC,12668
553275,2019-02-25,20,PGE-TAC,13112
553276,2019-02-25,23,PGE-TAC,11114
553589,2019-02-26,15,PGE-TAC,11922
553590,2019-02-26,2,PGE-TAC,9738
553591,2019-02-26,7,PGE-TAC,11251
553592,2019-02-26,1,PGE-TAC,10082
553593,2019-02-26,4,PGE-TAC,9496
553594,2019-02-26,5,PGE-TAC,9755
553595,2019-02-26,16,PGE-TAC,11945
553596,2019-02-26,17,PGE-TAC,12224
553597,2019-02-26,19,PGE-TAC,13273
553598,2019-02-26,20,PGE-TAC,13096
553599,2019-02-26,23,PGE-TAC,11150
553600,2019-02-26,24,PGE-TAC,10625
553601,2019-02-26,6,PGE-TAC,10136
553602,2019-02-26,13,PGE-TAC,12324
553603,2019-02-26,21,PGE-TAC,12673
553604,2019-02-26,8,PGE-TAC,11841
553605,2019-02-26,10,PGE-TAC,11727
553606,2019-02-26,14,PGE-TAC,12066
553607,2019-02-26,18,PGE-TAC,12781
553608,2019-02-26,9,PGE-TAC,11743
553609,2019-02-26,11,PGE-TAC,11693
553610,2019-02-26,22,PGE-TAC,11960
553611,2019-02-26,3,PGE-TAC,9512
553612,2019-02-26,12,PGE-TAC,11923
553925,2019-02-27,5,PGE-TAC,9270
553926,2019-02-27,15,PGE-TAC,10998
553927,2019-02-27,1,PGE-TAC,10041
553928,2019-02-27,12,PGE-TAC,10994
553929,2019-02-27,6,PGE-TAC,9927
553930,2019-02-27,7,PGE-TAC,10998
553931,2019-02-27,10,PGE-TAC,11202
553932,2019-02-27,14,PGE-TAC,10908
553933,2019-02-27,4,PGE-TAC,9427
553934,2019-02-27,18,PGE-TAC,11861
553935,2019-02-27,19,PGE-TAC,12563
553936,2019-02-27,20,PGE-TAC,12453
553937,2019-02-27,22,PGE-TAC,11494
553938,2019-02-27,23,PGE-TAC,10757
553939,2019-02-27,9,PGE-TAC,11421
553940,2019-02-27,21,PGE-TAC,12113
553941,2019-02-27,8,PGE-TAC,11562
553942,2019-02-27,24,PGE-TAC,10340
553943,2019-02-27,11,PGE-TAC,10956
553944,2019-02-27,16,PGE-TAC,10975
553945,2019-02-27,13,PGE-TAC,10812
553946,2019-02-27,17,PGE-TAC,11244
553947,2019-02-27,2,PGE-TAC,9699
553948,2019-02-27,3,PGE-TAC,9494
554261,2019-02-28,13,PGE-TAC,9734
554262,2019-02-28,10,PGE-TAC,10954
554263,2019-02-28,16,PGE-TAC,9967
554264,2019-02-28,20,PGE-TAC,12432
554265,2019-02-28,22,PGE-TAC,11504
554266,2019-02-28,23,PGE-TAC,10689
554267,2019-02-28,18,PGE-TAC,11626
554268,2019-02-28,19,PGE-TAC,12496
554269,2019-02-28,6,PGE-TAC,9848
554270,2019-02-28,11,PGE-TAC,10579
554271,2019-02-28,14,PGE-TAC,9593
554272,2019-02-28,9,PGE-TAC,11305
554273,2019-02-28,4,PGE-TAC,9280
554274,2019-02-28,5,PGE-TAC,9498
554275,2019-02-28,12,PGE-TAC,10102
554276,2019-02-28,15,PGE-TAC,9630
554277,2019-02-28,21,PGE-TAC,12110
554278,2019-02-28,2,PGE-TAC,9457
554279,2019-02-28,3,PGE-TAC,9312
554280,2019-02-28,7,PGE-TAC,10963
554281,2019-02-28,8,PGE-TAC,11490
554282,2019-02-28,17,PGE-TAC,10705
554283,2019-02-28,24,PGE-TAC,10277
554284,2019-02-28,1,PGE-TAC,9790
554597,2019-03-01,12,PGE-TAC,10868
554598,2019-03-01,10,PGE-TAC,10910
554599,2019-03-01,9,PGE-TAC,11174
554600,2019-03-01,20,PGE-TAC,12111
554601,2019-03-01,15,PGE-TAC,10910
554602,2019-03-01,5,PGE-TAC,9110
554603,2019-03-01,8,PGE-TAC,11352
554604,2019-03-01,1,PGE-TAC,9784
554605,2019-03-01,22,PGE-TAC,11252
554606,2019-03-01,11,PGE-TAC,10792
554607,2019-03-01,7,PGE-TAC,10861
554608,2019-03-01,3,PGE-TAC,9257
554609,2019-03-01,19,PGE-TAC,12240
554610,2019-03-01,18,PGE-TAC,11643
554611,2019-03-01,23,PGE-TAC,10550
554612,2019-03-01,17,PGE-TAC,11083
554613,2019-03-01,6,PGE-TAC,9775
554614,2019-03-01,24,PGE-TAC,9916
554615,2019-03-01,16,PGE-TAC,10725
554616,2019-03-01,14,PGE-TAC,11211
554617,2019-03-01,4,PGE-TAC,9213
554618,2019-03-01,2,PGE-TAC,9464
554619,2019-03-01,13,PGE-TAC,11258
554620,2019-03-01,21,PGE-TAC,11765
554933,2019-03-02,21,PGE-TAC,11198
554934,2019-03-02,17,PGE-TAC,10293
554935,2019-03-02,13,PGE-TAC,10535
554936,2019-03-02,6,PGE-TAC,9437
554937,2019-03-02,8,PGE-TAC,10186
554938,2019-03-02,4,PGE-TAC,9111
554939,2019-03-02,20,PGE-TAC,11499
554940,2019-03-02,16,PGE-TAC,10253
554941,2019-03-02,10,PGE-TAC,10614
554942,2019-03-02,24,PGE-TAC,9744
554943,2019-03-02,18,PGE-TAC,10959
554944,2019-03-02,9,PGE-TAC,10561
554945,2019-03-02,19,PGE-TAC,11604
554946,2019-03-02,7,PGE-TAC,9845
554947,2019-03-02,2,PGE-TAC,9471
554948,2019-03-02,22,PGE-TAC,10792
554949,2019-03-02,11,PGE-TAC,10490
554950,2019-03-02,5,PGE-TAC,9206
554951,2019-03-02,3,PGE-TAC,9203
554952,2019-03-02,1,PGE-TAC,9656
554953,2019-03-02,23,PGE-TAC,10233
554954,2019-03-02,15,PGE-TAC,10136
554955,2019-03-02,12,PGE-TAC,10620
554956,2019-03-02,14,PGE-TAC,10300
555269,2019-03-03,17,PGE-TAC,10267
555270,2019-03-03,22,PGE-TAC,10889
555271,2019-03-03,2,PGE-TAC,9409
555272,2019-03-03,19,PGE-TAC,11708
555273,2019-03-03,16,PGE-TAC,9768
555274,2019-03-03,8,PGE-TAC,9774
555275,2019-03-03,10,PGE-TAC,9987
555276,2019-03-03,23,PGE-TAC,10121
555277,2019-03-03,15,PGE-TAC,9817
555278,2019-03-03,21,PGE-TAC,11404
555279,2019-03-03,12,PGE-TAC,10007
555280,2019-03-03,11,PGE-TAC,9983
555281,2019-03-03,9,PGE-TAC,10000
555282,2019-03-03,6,PGE-TAC,9233
555283,2019-03-03,5,PGE-TAC,9047
555284,2019-03-03,4,PGE-TAC,9078
555285,2019-03-03,18,PGE-TAC,10889
555286,2019-03-03,24,PGE-TAC,9539
555287,2019-03-03,14,PGE-TAC,9862
555288,2019-03-03,13,PGE-TAC,9708
555289,2019-03-03,7,PGE-TAC,9551
555290,2019-03-03,3,PGE-TAC,9189
555291,2019-03-03,1,PGE-TAC,9717
555292,2019-03-03,20,PGE-TAC,11700
555605,2019-03-04,14,PGE-TAC,11036
555606,2019-03-04,12,PGE-TAC,11110
555607,2019-03-04,6,PGE-TAC,9683
555608,2019-03-04,8,PGE-TAC,11400
555609,2019-03-04,23,PGE-TAC,10678
555610,2019-03-04,16,PGE-TAC,10773
555611,2019-03-04,20,PGE-TAC,12551
555612,2019-03-04,17,PGE-TAC,11082
555613,2019-03-04,4,PGE-TAC,8888
555614,2019-03-04,1,PGE-TAC,9271
555615,2019-03-04,15,PGE-TAC,10849
555616,2019-03-04,11,PGE-TAC,10972
555617,2019-03-04,2,PGE-TAC,8977
555618,2019-03-04,19,PGE-TAC,12611
555619,2019-03-04,7,PGE-TAC,10822
555620,2019-03-04,3,PGE-TAC,8849
555621,2019-03-04,18,PGE-TAC,11778
555622,2019-03-04,10,PGE-TAC,10861
555623,2019-03-04,5,PGE-TAC,9147
555624,2019-03-04,21,PGE-TAC,12162
555625,2019-03-04,13,PGE-TAC,11086
555626,2019-03-04,9,PGE-TAC,11202
555627,2019-03-04,22,PGE-TAC,11504
555628,2019-03-04,24,PGE-TAC,10121
555941,2019-03-05,3,PGE-TAC,9416
555942,2019-03-05,20,PGE-TAC,12843
555943,2019-03-05,13,PGE-TAC,11801
555944,2019-03-05,7,PGE-TAC,11002
555945,2019-03-05,11,PGE-TAC,11989
555946,2019-03-05,21,PGE-TAC,12434
555947,2019-03-05,19,PGE-TAC,13009
555948,2019-03-05,2,PGE-TAC,9604
555949,2019-03-05,24,PGE-TAC,10431
555950,2019-03-05,22,PGE-TAC,11730
555951,2019-03-05,18,PGE-TAC,12505
555952,2019-03-05,14,PGE-TAC,11781
555953,2019-03-05,1,PGE-TAC,9959
555954,2019-03-05,16,PGE-TAC,11977
555955,2019-03-05,15,PGE-TAC,11895
555956,2019-03-05,10,PGE-TAC,11817
555957,2019-03-05,12,PGE-TAC,12032
555958,2019-03-05,8,PGE-TAC,11804
555959,2019-03-05,6,PGE-TAC,9850
555960,2019-03-05,5,PGE-TAC,9529
555961,2019-03-05,23,PGE-TAC,10932
555962,2019-03-05,4,PGE-TAC,9398
555963,2019-03-05,9,PGE-TAC,11774
555964,2019-03-05,17,PGE-TAC,12137
556277,2019-03-06,4,PGE-TAC,9385
556278,2019-03-06,1,PGE-TAC,9912
556279,2019-03-06,22,PGE-TAC,11690
556280,2019-03-06,21,PGE-TAC,12308
556281,2019-03-06,8,PGE-TAC,11433
556282,2019-03-06,16,PGE-TAC,10714
556283,2019-03-06,15,PGE-TAC,10451
556284,2019-03-06,14,PGE-TAC,10469
556285,2019-03-06,3,PGE-TAC,9410
556286,2019-03-06,18,PGE-TAC,12116
556287,2019-03-06,11,PGE-TAC,10889
556288,2019-03-06,9,PGE-TAC,11226
556289,2019-03-06,6,PGE-TAC,9970
556290,2019-03-06,2,PGE-TAC,9596
556291,2019-03-06,20,PGE-TAC,12748
556292,2019-03-06,24,PGE-TAC,10355
556293,2019-03-06,13,PGE-TAC,10518
556294,2019-03-06,23,PGE-TAC,10809
556295,2019-03-06,5,PGE-TAC,9655
556296,2019-03-06,12,PGE-TAC,10695
556297,2019-03-06,7,PGE-TAC,11024
556298,2019-03-06,17,PGE-TAC,11262
556299,2019-03-06,10,PGE-TAC,11022
556300,2019-03-06,19,PGE-TAC,12795
556613,2019-03-07,2,PGE-TAC,9517
556614,2019-03-07,6,PGE-TAC,9960
556615,2019-03-07,20,PGE-TAC,12787
556616,2019-03-07,3,PGE-TAC,9324
556617,2019-03-07,14,PGE-TAC,10776
556618,2019-03-07,16,PGE-TAC,10996
556619,2019-03-07,19,PGE-TAC,12823
556620,2019-03-07,5,PGE-TAC,9540
556621,2019-03-07,7,PGE-TAC,11082
556622,2019-03-07,10,PGE-TAC,10877
556623,2019-03-07,9,PGE-TAC,11182
556624,2019-03-07,12,PGE-TAC,10625
556625,2019-03-07,15,PGE-TAC,10809
556626,2019-03-07,17,PGE-TAC,11313
556627,2019-03-07,18,PGE-TAC,12005
556628,2019-03-07,8,PGE-TAC,11498
556629,2019-03-07,11,PGE-TAC,10713
556630,2019-03-07,1,PGE-TAC,9855
556631,2019-03-07,4,PGE-TAC,9298
556632,2019-03-07,13,PGE-TAC,10636
556633,2019-03-07,23,PGE-TAC,10965
556634,2019-03-07,21,PGE-TAC,12436
556635,2019-03-07,22,PGE-TAC,11848
556636,2019-03-07,24,PGE-TAC,10205
556949,2019-03-08,9,PGE-TAC,10994
556950,2019-03-08,12,PGE-TAC,9642
556951,2019-03-08,23,PGE-TAC,11072
556952,2019-03-08,13,PGE-TAC,9270
556953,2019-03-08,15,PGE-TAC,9420
556954,2019-03-08,16,PGE-TAC,9629
556955,2019-03-08,7,PGE-TAC,11217
556956,2019-03-08,14,PGE-TAC,9388
556957,2019-03-08,6,PGE-TAC,10177
556958,2019-03-08,18,PGE-TAC,11402
556959,2019-03-08,19,PGE-TAC,12347
556960,2019-03-08,22,PGE-TAC,11721
556961,2019-03-08,11,PGE-TAC,9973
556962,2019-03-08,21,PGE-TAC,12145
556963,2019-03-08,20,PGE-TAC,12412
556964,2019-03-08,1,PGE-TAC,9763
556965,2019-03-08,8,PGE-TAC,11571
556966,2019-03-08,10,PGE-TAC,10564
556967,2019-03-08,17,PGE-TAC,10334
556968,2019-03-08,24,PGE-TAC,10835
556969,2019-03-08,3,PGE-TAC,9237
556970,2019-03-08,5,PGE-TAC,9487
556971,2019-03-08,2,PGE-TAC,9430
556972,2019-03-08,4,PGE-TAC,9211
557285,2019-03-09,24,PGE-TAC,10082
557286,2019-03-09,21,PGE-TAC,11684
557287,2019-03-09,2,PGE-TAC,9890
557288,2019-03-09,4,PGE-TAC,9905
557289,2019-03-09,8,PGE-TAC,10729
557290,2019-03-09,14,PGE-TAC,10073
557291,2019-03-09,22,PGE-TAC,11272
557292,2019-03-09,13,PGE-TAC,10050
557293,2019-03-09,15,PGE-TAC,10267
557294,2019-03-09,23,PGE-TAC,10701
557295,2019-03-09,19,PGE-TAC,12038
557296,2019-03-09,1,PGE-TAC,10271
557297,2019-03-09,7,PGE-TAC,10567
557298,2019-03-09,5,PGE-TAC,9870
557299,2019-03-09,10,PGE-TAC,10599
557300,2019-03-09,18,PGE-TAC,11352
557301,2019-03-09,6,PGE-TAC,10160
557302,2019-03-09,9,PGE-TAC,10464
557303,2019-03-09,11,PGE-TAC,10599
557304,2019-03-09,12,PGE-TAC,10372
557305,2019-03-09,16,PGE-TAC,10580
557306,2019-03-09,17,PGE-TAC,10692
557307,2019-03-09,20,PGE-TAC,11969
557308,2019-03-09,3,PGE-TAC,9677
557612,2019-03-10,17,PGE-TAC,9229
557613,2019-03-10,7,PGE-TAC,9380
557614,2019-03-10,8,PGE-TAC,9716
557615,2019-03-10,19,PGE-TAC,10959
557616,2019-03-10,4,PGE-TAC,9398
557617,2019-03-10,11,PGE-TAC,9155
557618,2019-03-10,12,PGE-TAC,9072
557619,2019-03-10,22,PGE-TAC,11469
557620,2019-03-10,6,PGE-TAC,9079
557621,2019-03-10,9,PGE-TAC,9805
557622,2019-03-10,14,PGE-TAC,8917
557623,2019-03-10,23,PGE-TAC,10769
557624,2019-03-10,24,PGE-TAC,10137
557625,2019-03-10,20,PGE-TAC,11745
557626,2019-03-10,5,PGE-TAC,8947
557627,2019-03-10,15,PGE-TAC,8882
557628,2019-03-10,13,PGE-TAC,9014
557629,2019-03-10,10,PGE-TAC,9617
557630,2019-03-10,1,PGE-TAC,9978
557631,2019-03-10,16,PGE-TAC,9086
557632,2019-03-10,18,PGE-TAC,10081
557633,2019-03-10,21,PGE-TAC,11867
557634,2019-03-10,2,PGE-TAC,9564
557943,2019-03-11,11,PGE-TAC,10368
557944,2019-03-11,23,PGE-TAC,10803
557945,2019-03-11,3,PGE-TAC,9279
557946,2019-03-11,24,PGE-TAC,10228
557947,2019-03-11,19,PGE-TAC,11253
557948,2019-03-11,13,PGE-TAC,9592
557949,2019-03-11,2,PGE-TAC,9432
557950,2019-03-11,15,PGE-TAC,9310
557951,2019-03-11,14,PGE-TAC,9399
557952,2019-03-11,1,PGE-TAC,9774
557953,2019-03-11,20,PGE-TAC,12082
557954,2019-03-11,9,PGE-TAC,11883
557955,2019-03-11,8,PGE-TAC,12172
557956,2019-03-11,6,PGE-TAC,9975
557957,2019-03-11,21,PGE-TAC,12138
557958,2019-03-11,10,PGE-TAC,11194
557959,2019-03-11,4,PGE-TAC,9295
557960,2019-03-11,22,PGE-TAC,11604
557961,2019-03-11,16,PGE-TAC,9440
557962,2019-03-11,5,PGE-TAC,9452
557963,2019-03-11,12,PGE-TAC,10007
557964,2019-03-11,7,PGE-TAC,11206
557965,2019-03-11,18,PGE-TAC,10263
557966,2019-03-11,17,PGE-TAC,9438
558279,2019-03-12,2,PGE-TAC,9583
558280,2019-03-12,11,PGE-TAC,10561
558281,2019-03-12,7,PGE-TAC,11006
558282,2019-03-12,16,PGE-TAC,9893
558283,2019-03-12,13,PGE-TAC,10158
558284,2019-03-12,9,PGE-TAC,11436
558285,2019-03-12,8,PGE-TAC,11826
558286,2019-03-12,15,PGE-TAC,9812
558287,2019-03-12,14,PGE-TAC,9965
558288,2019-03-12,1,PGE-TAC,9933
558289,2019-03-12,12,PGE-TAC,10490
558290,2019-03-12,6,PGE-TAC,9901
558291,2019-03-12,5,PGE-TAC,9592
558292,2019-03-12,19,PGE-TAC,11424
558293,2019-03-12,17,PGE-TAC,10081
558294,2019-03-12,4,PGE-TAC,9352
558295,2019-03-12,3,PGE-TAC,9371
558296,2019-03-12,22,PGE-TAC,11885
558297,2019-03-12,10,PGE-TAC,10781
558298,2019-03-12,24,PGE-TAC,10599
558299,2019-03-12,23,PGE-TAC,11190
558300,2019-03-12,21,PGE-TAC,12410
558301,2019-03-12,20,PGE-TAC,12325
558302,2019-03-12,18,PGE-TAC,10514
558615,2019-03-13,15,PGE-TAC,9215
558616,2019-03-13,7,PGE-TAC,10953
558617,2019-03-13,5,PGE-TAC,9277
558618,2019-03-13,6,PGE-TAC,9673
558619,2019-03-13,4,PGE-TAC,9247
558620,2019-03-13,19,PGE-TAC,10785
558621,2019-03-13,3,PGE-TAC,9317
558622,2019-03-13,2,PGE-TAC,9597
558623,2019-03-13,1,PGE-TAC,10025
558624,2019-03-13,23,PGE-TAC,10754
558625,2019-03-13,18,PGE-TAC,9864
558626,2019-03-13,10,PGE-TAC,10884
558627,2019-03-13,12,PGE-TAC,9854
558628,2019-03-13,11,PGE-TAC,10442
558629,2019-03-13,24,PGE-TAC,10019
558630,2019-03-13,9,PGE-TAC,11358
558631,2019-03-13,22,PGE-TAC,11576
558632,2019-03-13,21,PGE-TAC,11954
558633,2019-03-13,17,PGE-TAC,9391
558634,2019-03-13,13,PGE-TAC,9418
558635,2019-03-13,8,PGE-TAC,11830
558636,2019-03-13,16,PGE-TAC,9355
558637,2019-03-13,20,PGE-TAC,11792
558638,2019-03-13,14,PGE-TAC,9261
558951,2019-03-14,4,PGE-TAC,9034
558952,2019-03-14,7,PGE-TAC,11423
558953,2019-03-14,20,PGE-TAC,11841
558954,2019-03-14,12,PGE-TAC,10169
558955,2019-03-14,24,PGE-TAC,10016
558956,2019-03-14,6,PGE-TAC,10117
558957,2019-03-14,5,PGE-TAC,9345
558958,2019-03-14,3,PGE-TAC,9000
558959,2019-03-14,9,PGE-TAC,11674
558960,2019-03-14,8,PGE-TAC,12277
558961,2019-03-14,22,PGE-TAC,11491
558962,2019-03-14,23,PGE-TAC,10661
558963,2019-03-14,21,PGE-TAC,11972
558964,2019-03-14,15,PGE-TAC,9534
558965,2019-03-14,14,PGE-TAC,9599
558966,2019-03-14,19,PGE-TAC,10965
558967,2019-03-14,2,PGE-TAC,9162
558968,2019-03-14,17,PGE-TAC,9754
558969,2019-03-14,13,PGE-TAC,9780
558970,2019-03-14,11,PGE-TAC,10434
558971,2019-03-14,10,PGE-TAC,10872
558972,2019-03-14,1,PGE-TAC,9505
558973,2019-03-14,16,PGE-TAC,9686
558974,2019-03-14,18,PGE-TAC,10081
559287,2019-03-15,9,PGE-TAC,11293
559288,2019-03-15,21,PGE-TAC,11487
559289,2019-03-15,4,PGE-TAC,8889
559290,2019-03-15,12,PGE-TAC,9958
559291,2019-03-15,14,PGE-TAC,9424
559292,2019-03-15,16,PGE-TAC,9528
559293,2019-03-15,17,PGE-TAC,9583
559294,2019-03-15,18,PGE-TAC,9919
559295,2019-03-15,2,PGE-TAC,9128
559296,2019-03-15,10,PGE-TAC,10835
559297,2019-03-15,11,PGE-TAC,10450
559298,2019-03-15,19,PGE-TAC,10608
559299,2019-03-15,22,PGE-TAC,11139
559300,2019-03-15,23,PGE-TAC,10523
559301,2019-03-15,24,PGE-TAC,9893
559302,2019-03-15,1,PGE-TAC,9473
559303,2019-03-15,5,PGE-TAC,9073
559304,2019-03-15,13,PGE-TAC,9575
559305,2019-03-15,15,PGE-TAC,9393
559306,2019-03-15,3,PGE-TAC,8920
559307,2019-03-15,6,PGE-TAC,9697
559308,2019-03-15,8,PGE-TAC,11716
559309,2019-03-15,20,PGE-TAC,11417
559310,2019-03-15,7,PGE-TAC,10890
559623,2019-03-16,23,PGE-TAC,10272
559624,2019-03-16,12,PGE-TAC,9222
559625,2019-03-16,21,PGE-TAC,11198
559626,2019-03-16,1,PGE-TAC,9585
559627,2019-03-16,3,PGE-TAC,9184
559628,2019-03-16,4,PGE-TAC,9118
559629,2019-03-16,7,PGE-TAC,10006
559630,2019-03-16,2,PGE-TAC,9395
559631,2019-03-16,22,PGE-TAC,10838
559632,2019-03-16,17,PGE-TAC,9098
559633,2019-03-16,19,PGE-TAC,10388
559634,2019-03-16,20,PGE-TAC,11101
559635,2019-03-16,6,PGE-TAC,9409
559636,2019-03-16,10,PGE-TAC,9945
559637,2019-03-16,15,PGE-TAC,8707
559638,2019-03-16,13,PGE-TAC,8902
559639,2019-03-16,14,PGE-TAC,8711
559640,2019-03-16,8,PGE-TAC,10431
559641,2019-03-16,9,PGE-TAC,10307
559642,2019-03-16,11,PGE-TAC,9670
559643,2019-03-16,18,PGE-TAC,9601
559644,2019-03-16,5,PGE-TAC,9187
